,propertyurl,listingtype,forsaleprice,lastsoldprice,description,bedroom,totalbathrooms,fullbathrooms,halfbathrooms,bathroomdescription,interiorfeatures,coolingfeatures,heatingfeatures,diningroomdescription,exteriorandlotfeatures,waterfeatures,waterfrontdescription,poolfeatures,pooldescription,manufacturedmode,garagespaces,parkingfeatures,homefeaturesview,otherequipment,elementaryschool,highschool,middleschool,associationfeeamenitie,association,associationamenities,associationfee,associationfeefrequency,calculatedtotalmonthlyassociation,maintenancedescription,petdescription,annualtaxamount,sourcelistingstatus,county,directions,taxyear,restrictions,sourcepropertytype,area,sourceneighborhood,postalcode,publicsurveysection,subdivision,zoning,sourcesystemname,totalsquarefeetliving,yearbuilt,constructionmaterials,directionfaces,propertyage,roof,levelsorstories,structuretype,housestyle,totalareasqft,yearbuiltdetails,architecturalstyle,sewer,watersource
1270,https://www.realtor.com/realestateandhomes-detail/1900-W-68th-St-Apt-I201_Hialeah_FL_33014_M68174-62284,buy,199000,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1271,https://www.realtor.com/realestateandhomes-detail/1824-W-73rd-Pl_Hialeah_FL_33014_M60566-78068,buy,320000,None,No Association! Beautiful townhouse 3 bedrooms 2 and half bathrooms in the heart of Hialeah.,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1272,https://www.realtor.com/realestateandhomes-detail/835-W-69th-St_Hialeah_FL_33014_M58532-80554,buy,419999,None,Beautiful single family home with 4 bedrooms and 3 bathrooms. The house has been divided in two units. First unit with 3 bedrooms and 2 bathrooms and the second unit 1 bedroom and 1 bathroom with kitchen and living room. Each unit has a private entrance. It is located in a highly demanded area. AC and Water heater has only 3 years old. The house is fully rented. Tenants are willing to stay if you want them. First unit and second unit has a connection by a door in case that you do not want to keep them like 2 units. It can be easily converted in a single unit 4/3.,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1273,https://www.realtor.com/realestateandhomes-detail/6080-Greentree-Ln_Miami-Lakes_FL_33014_M63031-58161,sold,None,335000,StatusSoldPrice/SqFt$230TypeCondo/Townhome/RowHome/Co-OpBuilt1980SchoolsElementarySchool:MiamiLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:MiamiLakes,2,2.00,2,None,"2 Master Bathrooms, Combination Tub & Shower, Dual Sinks","First Floor Entry
          
        
        
          
              Split Bedroom","Ceiling Fans, Central Cooling",Central Heat,None,None,None,None,None,None,None,None,2 Or More Spaces,Garden View,"Dishwasher, Disposal, Electric Water Heater, Icemaker, Microwave, Electric Range, Refrigerator",Miami Lakes,Hialeah-Miami Lakes,Miami Lakes,None,No,Homeowners,None,Monthly,0,"Common Area, Landscaping/Lawn Maintenance, Legal/Accounting",None,1401,Closed Sale,Miami-Dade County,None,2019,"Daily Rentals, Renting Limited",Villa,20,MIAMI LAKES LOCH ISLE,Post,23,MIAMI LAKES LOCH ISLE,None,C2C,1455,Resale,CBS Construction,None,41,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1455,Resale,Townhouse Fee Simple,None,None
1274,https://www.realtor.com/realestateandhomes-detail/6950-W-6th-Ave-Apt-503_Hialeah_FL_33014_M59956-01509,buy,209999,None,"INVESTORS DREAM, NO RENTAL RESTRICTION. HUGE APARTMENT 1316 SF, CORNER UNIT, 3 BEDROOMS, 2 BATHROOMS. OPEN BALCONY, SECURE BUILDING, ELEVATOR, GREAT LOCATION, COMMUNITY POOL. JUST FULL OFFERS.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1275,https://www.realtor.com/realestateandhomes-detail/690-W-72nd-Pl_Miami-Lakes_FL_33014_M59044-46693,sold,None,450000,StatusSoldPrice/SqFt$179TypeSingleFamilyHomeBuilt1959SchoolsElementarySchool:TwinLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:PalmSprings,3,2.00,2,None,"Combination Tub & Shower, Dual Sinks","First Floor Entry
              Custom Mirrors
              Dome Kitchen
          
        
        
          
              3 Bedroom Split
              Window Features: Awning, Verticals","Ceiling Fans, Central Cooling",Central Heat,None,None,None,None,None,None,None,4,Driveway,Other View,"Circuit Breaker, Dishwasher, Dryer, Electric Water Heater, Microwave, Electric Range, Refrigerator, Washer",Twin Lakes,Hialeah-Miami Lakes,Palm Springs,None,None,None,None,None,None,None,None,2461,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,20,CASSIA BELLE ESTATES,Post,25,CASSIA BELLE ESTATES,0100,C2C,2512,Resale,CBS Construction,West,62,Shingle Roof,1,Single Family,R30-No Pool/No Water,2512,Resale,Attached,Municipal Sewer,Municipal Water
1276,https://www.realtor.com/realestateandhomes-detail/1865-W-73rd-Pl_Hialeah_FL_33014_M61130-98705,sold,None,281000,StatusSoldPrice/SqFt$200TypeCondo/Townhome/RowHome/Co-OpBuilt1972SchoolsElementarySchool:PalmLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:MiamiLakes,2,3.00,2,1,"2 Master Bathrooms, Dual Sinks","Walk-In Closets
          
        
        
          
              Window Features: Other Windows",Central Cooling,Central Heat,None,None,None,None,None,None,None,4,"2 Or More Spaces, Assigned Parking, Open Space Parking, Other Parking, Rv/Boat Parking",None,"Dryer, Fire Alarm, Microwave, Electric Range, Refrigerator, Smoke Detector, Washer",Palm Lakes,Hialeah-Miami Lakes,Miami Lakes,None,No,None,None,None,0,No Maintenance Included,None,3604,Closed Sale,Miami-Dade County,None,2020,Ok To Lease,Townhouse,20,1ST ADDN TO PALM SPRINGS,Post,26,1ST ADDN TO PALM SPRINGS,None,C2C,1408,Effective Year Built,Concrete Block Construction,None,49,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1408,Effective Year Built,Townhouse Fee Simple,None,None
1277,https://www.realtor.com/realestateandhomes-detail/6751-Gleneagle-Dr_Miami-Lakes_FL_33014_M61299-46060,sold,None,875000,StatusSoldPrice/SqFt$354TypeSingleFamilyHomeBuilt1973,4,3.00,2,1,Dual Sinks,"First Floor Entry
              Built-Ins
              Closet Cabinetry
              Cooking Island
              Custom Mirrors
          
        
        
          
              French Doors
              Pantry
              Volume Ceilings
              Walk-In Closets
              Window Features: High Impact Windows, Impact Glass, Plantation Shutters",Central Cooling,Central Heat,None,None,None,"Lake Front, Lake Access, Navigable",Y,Below Ground Pool,None,2,"Circular Drive, Driveway, Other Parking","Garden View, Lake, Other View, Pool Area View","Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Microwave, Electric Range, Refrigerator, Wall Oven, Washer",None,None,None,"Additional Amenities, Gated Community, Golf Course Community, Paved Road, Security Patrol, Sidewalks, Street Lights",None,None,None,Yearly,None,None,None,9525,Closed Sale,Miami-Dade County,None,2019,Other Restrictions,Single,20,MIAMI LAKES LOCH LOMOND E,Post,14,MIAMI LAKES LOCH LOMOND E,0100,C2C,3314,Resale,CBS Construction,South,48,Curved/S-Tile Roof,1,Single Family,WF/Pool/Ocean Access,3314,Resale,Detached,Municipal Sewer,Municipal Water
1278,https://www.realtor.com/realestateandhomes-detail/6405-Windmill-Gate-Rd_Miami-Lakes_FL_33014_M60939-09894,sold,None,370000,StatusSoldPrice/SqFt$290TypeCondo/Townhome/RowHome/Co-OpBuilt1977SchoolsElementarySchool:MiamiLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:MiamiLakes,3,2.00,2,None,"Dual Sinks, Shower Only","First Floor Entry
              Foyer Entry
          
        
        
          
              Window Features: Plantation Shutters","Ceiling Fans, Central Cooling, Electric Cooling","Central Heat, Electric Heat, Reverse Cycle",None,None,Private Dock,Lake Front,None,None,None,None,2 Or More Spaces,Lake,"Dishwasher, Disposal, Dryer, Electric Water Heater, Washer/Dryer Hook-Up, Microwave, Electric Range, Refrigerator, Washer",Miami Lakes,Hialeah-Miami Lakes,Miami Lakes,None,Yes,Homeowners,1050,Annually,88,Common Area,None,4852,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Townhouse,20,MIAMI LAKES WINDMILL GATE,Post,13,MIAMI LAKES WINDMILL GATE,None,C2C,1320,Resale,CBS Construction,South,44,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1320,Resale,Townhouse Fee Simple,None,None
1279,https://www.realtor.com/realestateandhomes-detail/305-W-68th-St-Apt-509_Hialeah_FL_33014_M68964-66082,sold,None,156000,StatusSoldPrice/SqFt$172TypeCondo/Townhome/RowHome/Co-OpBuilt1975,2,2.00,2,None,None,None,Central Cooling,Central Heat,None,None,None,None,None,None,None,None,"1 Space, Guest Parking",None,"Electric Range, Refrigerator",None,None,None,None,Yes,Condo,207,Monthly,207,"All Amenities, Common Area",None,None,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Condo,21,GRATIGNY PARK CONDO NO 1,Post,30,GRATIGNY PARK CONDO NO 1,None,C2C,905,Resale,CBS Construction,None,46,None,None,Condo/Co-Op/Villa/Townhouse,Condo 5+ Stories,905,Resale,Condo 5+ Stories,None,None
1280,https://www.realtor.com/realestateandhomes-detail/7241-Miami-Lakes-Dr-Apt-D23_Miami-Lakes_FL_33014_M63194-06112,sold,None,150000,StatusSoldPrice/SqFt$276TypeCondo/Townhome/RowHome/Co-OpBuilt1972,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1281,https://www.realtor.com/realestateandhomes-detail/13900-Cypress-Ct_Miami-Lakes_FL_33014_M62698-79674,sold,None,670500,StatusSoldPrice/SqFt$244TypeSingleFamilyHomeBuilt1967SchoolsElementarySchool:MiamiLakesMiddleSchool:MiamiLakes,4,3.00,3,None,None,First Floor Entry,Central Cooling,Central Heat,None,None,None,Lake Front,None,None,None,1,Driveway,Lake,"Automatic Garage Door Opener, Dishwasher, Dryer, Electric Water Heater, Microwave, Electric Range, Refrigerator, Smoke Detector, Washer",Miami Lakes,None,Miami Lakes,"Paved Road, Sidewalks",None,None,None,None,None,None,None,7444,Closed Sale,Miami-Dade County,"Come and see this beautiful home, located in one of the most wonderful, family-friendly neighborhoods in South Florida. It is located in close proximity to major highways and located very close to Main Street, great shopping centers, and great schools.",2019,Ok To Lease,Single,20,MIAMI LAKES SEC 6,Post,23,MIAMI LAKES SEC 6,0100,C2C,3219,New Construction,Concrete Block Construction,East,54,Barrel Roof,2,Single Family,WF/No Ocean Access,3219,New Construction,Detached,Municipal Sewer,Municipal Water
1282,https://www.realtor.com/realestateandhomes-detail/7106-Ballantrae-Ct_Miami-Lakes_FL_33014_M61231-92303,sold,None,333000,StatusSoldPrice/SqFt$228TypeMulti-FamilyHomeBuilt1976,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1283,https://www.realtor.com/realestateandhomes-detail/1325-W-68th-St-Apt-419_Hialeah_FL_33014_M60450-88360,sold,None,123000,StatusSoldPrice/SqFt$206TypeCondo/Townhome/RowHome/Co-OpBuilt1973,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1284,https://www.realtor.com/realestateandhomes-detail/7094-W-4th-Way_Hialeah_FL_33014_M61222-54357,sold,None,480000,StatusSoldPrice/SqFt$256TypeSingleFamilyHomeBuilt2001,4,2.00,2,None,None,"Built-Ins
              Closet Cabinetry
              Exclusions
          
        
        
          
              Volume Ceilings
              Walk-In Closets",Central Cooling,Central Heat,None,None,None,None,None,None,None,2,Circular Drive,Garden View,"Circuit Breaker, Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Refrigerator, Smoke Detector, Wall Oven, Washer",None,None,None,Other Subdiv/Park Info,None,None,None,None,None,None,None,2991,Closed Sale,Miami-Dade County,"FROM 57TH AVE TO W 69TH PLACE, WEST TO 4TH COURT, RIGHT TO 70TH STREET, LEFT TO 4TH WAY, RIGHT TO PROPERTY ON THE WEST SIDE OF STREET.",2020,"Ok To Lease, Other Restrictions",Single,20,PUPPYS SUB,Post,25,PUPPYS SUB,0100,C2C,2430,Resale,CBS Construction,East,20,Curved/S-Tile Roof,1,Single Family,R30-No Pool/No Water,2430,Resale,Detached,Municipal Sewer,Municipal Water
1285,https://www.realtor.com/realestateandhomes-detail/16511-Stonehaven-Rd_Miami-Lakes_FL_33014_M61188-78075,sold,None,500000,StatusSoldPrice/SqFt$256TypeSingleFamilyHomeBuilt1972,4,3.00,3,None,None,First Floor Entry,Central Cooling,Central Heat,None,None,None,None,Y,Below Ground Pool,Pool Home,2,Driveway,None,"Electric Range, Refrigerator",None,None,None,None,None,None,None,None,None,None,None,6794,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,20,MIAMI LAKES LOCH NESS SEC,Post,14,MIAMI LAKES LOCH NESS SEC,0100,C2C,3012,Resale,CBS Construction,South,49,Curved/S-Tile Roof,1,Single Family,Pool Only,3012,Resale,Detached,Municipal Sewer,Municipal Water
1286,https://www.realtor.com/realestateandhomes-detail/16116-Kilmarnock-Dr_Miami-Lakes_FL_33014_M61327-03740,sold,None,358000,StatusSoldPrice/SqFt$245TypeCondo/Townhome/RowHome/Co-OpBuilt1972,2,2.00,2,None,None,"First Floor Entry
          
        
        
          
              Walk-In Closets",Central Cooling,Central Heat,None,None,Private Dock,Lake Front,None,None,None,None,2 Or More Spaces,Lake,"Dishwasher, Dryer, Microwave, Electric Range, Refrigerator, Washer",None,None,None,None,No,Homeowners,None,Monthly,0,Other Maintenance Includes,None,2523,Closed Sale,Miami-Dade County,None,2019,Other Restrictions,Townhouse,20,MIAMI LAKES LOCH LOMOND E,Post,14,MIAMI LAKES LOCH LOMOND E,None,C2C,1860,Resale,Concrete Block Construction,None,49,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1860,Resale,Townhouse Fee Simple,None,None
1287,https://www.realtor.com/realestateandhomes-detail/14600-Dade-Pine-Ave_Miami-Lakes_FL_33014_M62680-90909,sold,None,540000,StatusSoldPrice/SqFt$264TypeSingleFamilyHomeBuilt1970SchoolsElementarySchool:MiamiLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:MiamiLakes,4,3.00,3,None,None,First Floor Entry,Central Cooling,Central Heat,None,None,None,Lake Front,Y,Below Ground Pool,None,None,Driveway,Lake,Dishwasher,Miami Lakes,Hialeah-Miami Lakes,Miami Lakes,None,None,None,None,None,None,None,None,3611,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,20,MIAMI LAKES LAKE MARTHA S,Post,23,MIAMI LAKES LAKE MARTHA S,0100,C2C,2833,Resale,CBS Construction,East,51,Curved/S-Tile Roof,1,Single Family,WF/Pool/No Ocean Access,2833,Resale,Attached,Municipal Sewer,Municipal Water
1288,https://www.realtor.com/realestateandhomes-detail/6915-Holly-Rd_Miami-Lakes_FL_33014_M62562-40339,sold,None,320000,StatusSoldPrice/SqFt$221TypeCondo/Townhome/RowHome/Co-OpBuilt1970,2,2.00,2,None,None,"First Floor Entry
              Foyer Entry
              Split Bedroom
          
        
        
          
              Walk-In Closets
              Window Features: Blinds/Shades",Electric Cooling,Central Heat,None,None,None,None,None,None,None,None,2 Or More Spaces,Garden View,"Dishwasher, Disposal, Gas Range, Refrigerator, Smoke Detector, Washer",None,None,None,None,Yes,Homeowners,150,Annually,13,No Maintenance Included,None,3830,Closed Sale,Miami-Dade County,None,2014,Other Restrictions,Townhouse,20,MIAMI LAKES LAKE MARTHA S,Post,23,MIAMI LAKES LAKE MARTHA S,None,C2C,1445,Resale,CBS Construction,None,51,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1445,Resale,Townhouse Fee Simple,None,None
1289,https://www.realtor.com/realestateandhomes-detail/916-W-81st-Pl_Hialeah_FL_33014_M59006-08301,sold,None,325000,StatusSoldPrice/SqFt$166TypeCondo/Townhome/RowHome/Co-OpBuilt1974,3,3.00,2,1,None,First Floor Entry,Central Cooling,None,None,None,None,None,None,None,None,None,2 Or More Spaces,Other View,"Dishwasher, Dryer, Electric Water Heater, Microwave, Electric Range, Refrigerator, Washer",None,None,None,None,Yes,Homeowners,30,Monthly,30,Common Area,None,3933,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Townhouse,20,FOUNTAIN SQUARE PARK,Post,25,FOUNTAIN SQUARE PARK,None,C2C,2050,Resale,CBS Construction,None,47,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,2050,Resale,Townhouse Fee Simple,None,None
1290,https://www.realtor.com/realestateandhomes-detail/14305-Marginada-Ct_Miami-Lakes_FL_33014_M62690-22558,sold,None,495000,StatusSoldPrice/SqFt$262TypeSingleFamilyHomeBuilt1971,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1291,https://www.realtor.com/realestateandhomes-detail/7230-Fairway-Dr-Apt-F8_Miami-Lakes_FL_33014_M63375-68658,sold,None,175000,StatusSoldPrice/SqFt$260TypeCondo/Townhome/RowHome/Co-OpBuilt1972,1,1.00,1,None,None,Second Floor Entry,Central Cooling,Central Heat,None,None,None,None,None,None,None,None,2 Or More Spaces,Other View,"Dryer, Microwave, Electric Range, Refrigerator, Washer",None,None,None,None,Yes,Condo,240,Monthly,240,All Amenities,None,2029,Closed Sale,Miami-Dade County,Use GPS,2019,Other Restrictions,Condo,20,CYPRESS VILLAGE CONDO,Post,23,CYPRESS VILLAGE CONDO,None,C2C,672,Effective Year Built,Concrete Block Construction,None,49,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,672,Effective Year Built,Condo 1-4 Stories,None,None
1292,https://www.realtor.com/realestateandhomes-detail/1014-W-68th-St_Hialeah_FL_33014_M67972-26877,sold,None,360000,StatusSoldPrice/SqFt$288TypeSingleFamilyHomeBuilt1956SchoolsElementarySchool:MiamiLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:MiamiLakes,3,3.00,3,None,None,First Floor Entry,Central Cooling,"Central Heat, Electric Heat",None,None,None,None,None,None,None,2,Driveway,None,"Dryer, Electric Range, Refrigerator, Self Cleaning Oven, Smoke Detector, Washer",Miami Lakes,Hialeah-Miami Lakes,Miami Lakes,"Public Road, Sidewalks, Street Lights",No,None,None,None,0,None,None,1700,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,20,SUB OF,Post,36,SUB OF,0100,C2C,1934,Resale,CBS Construction,East,65,Flat Tile Roof,1,Single Family,R30-No Pool/No Water,1934,Resale,Detached,Municipal Sewer,Municipal Water
1293,https://www.realtor.com/realestateandhomes-detail/16600-NW-54th-Ave-Unit-10_Hialeah_FL_33014_M68604-49359,sold,None,450000,StatusSoldPrice/SqFt$177TypeCommercialBuilt1980,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1294,https://www.realtor.com/realestateandhomes-detail/16015-W-Prestwick-Pl_Miami-Lakes_FL_33014_M61382-93631,sold,None,855000,StatusSoldPrice/SqFt$242TypeSingleFamilyHomeBuilt1969,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1295,https://www.realtor.com/realestateandhomes-detail/15485-Miami-Lakeway-N-206-2_Miami-Lakes_FL_33014_M60963-23559,sold,None,285000,StatusSoldPrice/SqFt$230TypeCondo/Townhome/RowHome/Co-OpBuilt1986,2,2.00,2,None,None,Second Floor Entry,Central Cooling,Central Heat,None,None,None,None,None,None,None,2,2 Or More Spaces,Garden View,"Dishwasher, Dryer, Microwave, Electric Range, Refrigerator, Washer",None,None,None,None,Yes,Condo,373,Monthly,373,"Common Area, Landscaping/Lawn Maintenance, Manager, Pool Service, Roof Repairs, Security, Sewer, Trash Removal",None,2296,Closed Sale,Miami-Dade County,None,2019,None,Condo,20,CELEBRATION POINT CONDO #,Post,13,CELEBRATION POINT CONDO #,None,C2C,1240,Effective Year Built,CBS Construction,None,35,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,1240,Effective Year Built,Condo 1-4 Stories,None,None
1296,https://www.realtor.com/realestateandhomes-detail/878-W-79th-St_Hialeah_FL_33014_M58912-17283,sold,None,275000,StatusSoldPrice/SqFt$225TypeMulti-FamilyHomeBuilt1965,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1297,https://www.realtor.com/realestateandhomes-detail/15575-Miami-Lakeway-N-302-14_Miami-Lakes_FL_33014_M60975-99222,sold,None,285000,StatusSoldPrice/SqFt$230TypeCondo/Townhome/RowHome/Co-OpBuilt1989SchoolsElementarySchool:MiamiLakesHighSchool:MiamiLakesEduCntrMiddleSchool:MiamiLakes,3,2.00,2,None,Combination Tub & Shower,Third Floor Entry,Electric Cooling,Electric Heat,None,None,None,None,None,None,None,None,2 Or More Spaces,Garden View,"Trash Compactor, Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Refrigerator, Smoke Detector, Washer",Miami Lakes,Miami Lakes Edu Cntr,Miami Lakes,None,No,Condo,None,Monthly,0,"All Amenities, Building Exterior, Common Area, Elevator, Landscaping/Lawn Maintenance, Outside Maintenance, Roof Repairs",Dog Ok,3220,Closed Sale,Miami-Dade County,None,2019,Exterior Alterations,Condo,20,CELEBRATION POINT CONDO N,Post,13,CELEBRATION POINT CONDO N,None,C2C,1240,Resale,CBS Construction,West,32,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,1240,Resale,Condo 1-4 Stories,None,None
1298,https://www.realtor.com/realestateandhomes-detail/606-W-81st-St-Apt-220_Hialeah_FL_33014_M69723-51738,sold,None,130000,StatusSoldPrice/SqFt$169TypeCondo/Townhome/RowHome/Co-OpBuilt1971SchoolsElementarySchool:NorthTwinLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:MiamiLakes,2,1.00,1,None,None,Second Floor Entry,Central Cooling,Electric Heat,None,None,None,None,None,None,None,1,1 Space,Other View,"Electric Range, Refrigerator",North Twin Lakes,Hialeah-Miami Lakes,Miami Lakes,None,Yes,Condo,192,Monthly,192,"Building Exterior, Insurance, Landscaping/Lawn Maintenance, Pool Service, Sewer, Trash Removal, Water",None,1935,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Condo,20,LAS ESTRELLAS CONDO,Post,25,LAS ESTRELLAS CONDO,None,C2C,770,Resale,CBS Construction,None,50,None,None,Condo/Co-Op/Villa/Townhouse,Condo 5+ Stories,770,Resale,Condo 5+ Stories,None,None
1299,https://www.realtor.com/realestateandhomes-detail/Hialeah_FL_33014_M65696-31905,sold,None,500000,StatusSoldPrice/SqFt$232TypeSingleFamilyHomeBuilt1961SchoolsElementarySchool:PalmLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:MiamiLakes,4,5.00,4,1,"Bidet, Dual Sinks, Separate Tub & Shower","First Floor Entry
              French Doors
          
        
        
          
              Walk-In Closets","Ceiling Fans, Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,Lake Front,None,None,None,None,"Circular Drive, Driveway",Lake,"Dishwasher, Dryer, Electric Water Heater, Microwave, Electric Range, Refrigerator, Washer",Palm Lakes,Hialeah-Miami Lakes,Miami Lakes,None,None,None,None,None,None,None,None,3982,Closed Sale,Miami-Dade County,None,2019,"No Restrictions, Other Restrictions",Single,20,PALM LAKES SEC 2,Post,26,PALM LAKES SEC 2,0100,C2C,2807,Resale,CBS Construction,West,60,Flat Tile Roof,1,Single Family,WF/No Ocean Access,2807,Resale,Detached,Municipal Sewer,Municipal Water
1300,https://www.realtor.com/realestateandhomes-detail/7421-Twin-Sabal-Dr_Miami-Lakes_FL_33014_M61702-21923,sold,None,310000,StatusSoldPrice/SqFt$294TypeCondo/Townhome/RowHome/Co-OpBuilt1967,2,1.00,1,None,Combination Tub & Shower,"First Floor Entry
          
        
        
          
              French Doors","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,None,None,None,None,2 Or More Spaces,Garden View,"Gas Water Heater, Washer/Dryer Hook-Up, Water Heater Leased, Microwave, Gas Range, Refrigerator, Washer",None,None,None,None,No,None,None,Monthly,0,No Maintenance Included,None,3749,Closed Sale,Miami-Dade County,None,2019,"Exterior Alterations, Ok To Lease",Townhouse,20,MIAMI LAKES GOLF COURSE V,Post,23,MIAMI LAKES GOLF COURSE V,None,C2C,1055,Resale,CBS Construction,None,54,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1055,Resale,Townhouse Fee Simple,None,None
1301,https://www.realtor.com/realestateandhomes-detail/15923-Kingsmoor-Way_Miami-Lakes_FL_33014_M61105-67770,sold,None,200000,StatusSoldPrice/SqFt$91TypeMulti-FamilyHomeBuilt1972,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1302,https://www.realtor.com/realestateandhomes-detail/15545-Miami-Lakeway-N-102-21_Miami-Lakes_FL_33014_M55242-09776,sold,None,174000,StatusSoldPrice/SqFt$205TypeCondo/Townhome/RowHome/Co-OpBuilt1988,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1303,https://www.realtor.com/realestateandhomes-detail/16141-W-Troon-Cir_Miami-Lakes_FL_33014_M61107-54100,sold,None,1175000,StatusSoldPrice/SqFt$253TypeSingleFamilyHomeBuilt1967,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1304,https://www.realtor.com/realestateandhomes-detail/7368-Big-Cypress-Dr_Miami-Lakes_FL_33014_M62587-37157,sold,None,371400,StatusSoldPrice/SqFt$213TypeMulti-FamilyHomeBuilt1968,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
